13 Guns,Crafty Dan,Beer,IPA,330,ml,330,bottle,5.5,1.8,1.815,0.55
13 Guns,Crafty Dan,Beer,IPA,330,ml,330,can,5.5,1.8,1.815,0.55
13 Guns,Crafty Dan,Beer,IPA,1,pint,568,draught,5.5,3.1,3.124,0.55
Abbot Ale,Greene King,Beer,Ale,500,ml,500,bottle,5,2.5,2.5,0.5
Abbot Ale,Greene King,Beer,Beer,1,pint,568,draught,5,2.8,2.84,0.5
Addlestones Cloudy,Addlestones,Cider,,500,ml,500,bottle,5,2.5,2.5,0.5
Addlestones Cloudy,Stone,Cider,,1,pint,568,draught,5.2,3,2.9536,0.52
Adnams Broadside,Adnams,Beer,,1,pint,568,draught,4.7,2.7,2.6696,0.47
Adnams Crystal Rye IPA,Adnams,Beer,Rye Beer,330,ml,330,can,5,1.7,1.65,0.5
Adnams Dry Hopped Lager,Adnams,Beer,Lager,330,ml,330,bottle,4.2,1.4,1.386,0.42
Adnams FreeWheel,Adnams,Beer,Summer Ale,1,pint,568,draught,3.6,2,2.0448,0.36
Adnams Ghost Ship,Adnams,Beer,Pale Ale,1,pint,568,draught,4.5,2.6,2.556,0.45
Adnams Mosaic Pale Ale,Adnams,Beer,Pale Ale,330,ml,330,bottle,4.1,1.4,1.353,0.41
Adnams Mosaic Pale Ale,Adnams,Beer,Pale Ale,330,ml,330,can,4.1,1.4,1.353,0.41
Adnams Mosaic Pale Ale,Adnams,Beer,Pale Ale,1,pint,568,draught,4.1,2.3,2.3288,0.41
Adnams Sloe Storm,Adnams,Beer,Amber Ale,1,pint,568,draught,4,2.3,2.272,0.4
Adnams Southwold Bitter,Adnams,Beer,Amber Ale,1,pint,568,draught,3.7,2.1,2.1016,0.37
Ale Fresco,Greene King,Beer,Ale,1,pint,568,draught,4.3,2.4,2.4424,0.43
Alhambra Especial,Alhambra,Beer,Lager,1,pint,568,draught,4.8,2.7,2.7264,0.48
Alhambra Reserva,Alhambra,Beer,Lager,330,ml,330,bottle,6.4,2.1,2.112,0.64
Amarillo Single Hop Session IPA,Greene King,Beer,IPA,1,pint,568,draught,3.8,2.2,2.1584,0.38
Amigos,Amigos,Beer,Lager,330,ml,330,bottle,5.1,1.7,1.683,0.51
Amstel,Amstel,Beer,Lager,330,ml,330,bottle,4.1,1.4,1.353,0.41
Amstel Lager,Amstel,Beer,Lager,1,pint,568,draught,4.1,2.3,2.3288,0.41
Anchor California Lager,Anchor,Beer,Lager,355,ml,355,bottle,4.9,1.7,1.7395,0.49
Anchor Liberty Ale,Anchor,Beer,IPA,355,ml,355,bottle,5.9,2.1,2.0945,0.59
Anchor Porter,Anchor,Beer,Porter,335,ml,335,bottle,5.6,1.9,1.876,0.56
Anchor Steam Beer,Anchor,Beer,Steam Beer,355,ml,355,bottle,4.8,1.7,1.704,0.48
Anchor Steam Beer,Anchor,Beer,Steam Beer,1,pint,568,draught,4.8,2.7,2.7264,0.48
Angry Orchard Cider,Angry Orchard,Cider,,500,ml,500,bottle,5,2.5,2.5,0.5
Angry Orchard Hard Cider,Angry Orchard,Cider,,1,pint,568,draught,5,2.8,2.84,0.5
Ansells Drum Mild,Ansells,Beer,Bitter,1,pint,568,draught,3.2,1.8,1.8176,0.32
Asahi Super Dry,Asahi,Beer,Lager,330,ml,330,bottle,5.2,1.7,1.716,0.52
Asahi Super Dry,Asahi,Beer,Lager,1,pint,568,draught,5.2,3,2.9536,0.52
Ashton Press Cider,Ashton Press,Cider,,500,ml,500,bottle,4.8,2.4,2.4,0.48
Aspall Cyder,Aspall,Cider,,1,pint,568,draught,4.5,2.6,2.556,0.45
Aspall Cyderkyn,Aspall,Cider,,1,pint,568,draught,3.8,2.2,2.1584,0.38
Aspall Draught Cyder,Aspall,Cider,,330,ml,330,bottle,5.5,1.8,1.815,0.55
Aspall Draught Cyder,Aspall,Cider,,1,pint,568,draught,5.5,3.1,3.124,0.55
Aspall Harry Sparrow,Aspall,Cider,,500,ml,500,bottle,4.6,2.3,2.3,0.46
Aspall Harry Sparrow,Aspall,Cider,,1,pint,568,draught,4.6,2.6,2.6128,0.46
Aspall Isabel's Berry,Aspall,Cider,Fruit Cider,500,ml,500,bottle,3.8,1.9,1.9,0.38
Aspall Mulled Cyder,Aspall,Cider,Mulled Cider,1,pint,568,draught,3.8,2.2,2.1584,0.38
Aspall Peronelle's Blush,Aspall,Cider,Fruit Cider,500,ml,500,bottle,4,2,2,0.4
Aspall Premier Cru Cyder,Aspall,Cider,,500,ml,500,bottle,7,3.5,3.5,0.7
Babycham Popping Cork,Babycham,Cider,Perry,75,cl,750,bottle,5.5,4.1,4.125,0.55
Back of the Net,Greene King,Beer,Blonde Ale,1,pint,568,draught,4.1,2.3,2.3288,0.41
Bad Apple Cider,Bad Apple,Cider,,1,pint,568,draught,5.1,2.9,2.8968,0.51
Bah Humbug,Wychwood,Beer,Ale,1,pint,568,draught,4.3,2.4,2.4424,0.43
Bass,Bass,Beer,,500,ml,500,bottle,4.4,2.2,2.2,0.44
Bass,Bass,Beer,Ale,1,pint,568,draught,4.4,2.5,2.4992,0.44
Bass Smooth,Bass,Beer,,1,pint,568,draught,3.6,2,2.0448,0.36
Bath Ales Gem,Bath Ales,Beer,Bitter,1,pint,568,draught,4.1,2.3,2.3288,0.41
Beck's Bier,Beck's,Beer,Lager,275,ml,275,bottle,4.8,1.3,1.32,0.48
Beck's Bier,Beck's,Beer,Lager,1,pint,568,draught,4.9,2.8,2.7832,0.49
Beck's Blue,Beck's,Beer,Lager,275,ml,275,bottle,0,0,0,0
Beck's Vier,Beck's,Beer,Lager,1,pint,568,draught,4,2.3,2.272,0.4
Bedlam Pale Ale,Bedlam,Beer,Pale Ale,1,pint,568,draught,4.8,2.7,2.7264,0.48
Beerd Monterey,Beerd,Beer,Pale Ale,1,pint,568,draught,3.1,1.8,1.7608,0.31
Belhaven Best,Belhaven,Beer,Bitter,1,pint,568,draught,3.2,1.8,1.8176,0.32
Belhaven Export 80/- ,Belhaven,Beer,Ale,500,ml,500,bottle,3.9,2,1.95,0.39
Belhaven Light,Belhaven,Beer,Ale,1,pint,568,draught,2.7,1.5,1.5336,0.27
Bellerose Blonde,Bellerose,Beer,Lager,330,ml,330,bottle,6.5,2.1,2.145,0.65
Bellerose Blonde Extra,Bellerose,Beer,Lager,330,ml,330,bottle,6.5,2.1,2.145,0.65
Belleville Balham Black Lager,Belleville,Beer,Lager,330,ml,330,can,4.6,1.5,1.518,0.46
Bellfield Bohemian Pilsner Gluten Free,Bellfield,Beer,Lager,330,ml,330,bottle,4.5,1.5,1.485,0.45
Bellfield Bohmenian Pilsner,Bellfield,Beer,Lager,1,pint,568,draught,4.5,2.6,2.556,0.45
Bellfield Lawless Village IPA,Bellfield,Beer,IPA,1,pint,568,draught,4.5,2.6,2.556,0.45
Bellfield Lawless Village IPA Gluten Free,Bellfield,Beer,IPA,330,ml,330,bottle,4.5,1.5,1.485,0.45
Berliner Heist,The London Beer Factory,Beer,Sour Beer,330,ml,330,can,3.5,1.2,1.155,0.35
Berliner Pilsner,Berliner,Beer,Lager,330,ml,330,can,5,1.7,1.65,0.5
Berliner Pilsner,Berliner,Beer,Lager,1,pint,568,draught,5,2.8,2.84,0.5
Betty Stogs,Skinners,Beer,Bitter,1,pint,568,draught,4,2.3,2.272,0.4
Beyond The Pale,The London Beer Factory,Beer,Pale Ale,330,ml,330,can,4.2,1.4,1.386,0.42
Beyond the Pale,The London Beer Factory,Beer,Pale Ale,1,pint,568,draught,4.2,2.4,2.3856,0.42
Big Hug Juicy Pale,Big Hug Brewing,Beer,Pale Ale,330,ml,330,can,4,1.3,1.32,0.4
Big Hug Juicy Pale,Big Hug Brewing,Beer,Pale Ale,1,pint,568,draught,4,2.3,2.272,0.4
Big Hug Pilsner,Big Hug Brewing,Beer,Lager,330,ml,330,can,4.2,1.4,1.386,0.42
Big Hug Pilsner,Big Hug Brewing,Beer,Lager,1,pint,568,draught,4.2,2.4,2.3856,0.42
Big Hug Spirit Pale Ale,Big Hug Brewing,Beer,Pale Ale,330,ml,330,bottle,4.2,1.4,1.386,0.42
Big Hug Spirit Pale Ale,Big Hug Brewing,Beer,Lager,330,ml,330,can,4.2,1.4,1.386,0.42
Big Hug White IPA,Big Hug Brewing,Beer,IPA,330,ml,330,bottle,5.2,1.7,1.716,0.52
Big Hug White IPA,Big Hug Brewing,Beer,IPA,330,ml,330,can,5.2,1.7,1.716,0.52
Big Hug White IPA,Big Hug Brewing,Beer,IPA,1,pint,568,draught,5.2,3,2.9536,0.52
Birra del Borgo Cortigianna,Birra del Borgo,Beer,Pale Ale,33,cl,330,bottle,5,1.7,1.65,0.5
Birra Del Borgo Lisa,Birra del Borgo,Beer,Lager,1,pint,568,draught,5,2.8,2.84,0.5
Birra Moretti,Birra Moretti,Beer,Lager,330,ml,330,bottle,4.6,1.5,1.518,0.46
Birra Moretti,Birra Moretti,Beer,Lager,330,ml,330,can,4.6,1.5,1.518,0.46
Birra Moretti,Birra Moretti,Beer,Lager,1,pint,568,draught,4.6,2.6,2.6128,0.46
Birra Poretti,Poretti,Beer,Lager,1,pint,568,draught,4.8,2.7,2.7264,0.48
Birra Poretti 3,Poretti,Beer,Lager,1,pint,568,draught,4.8,2.7,2.7264,0.48
Bishops Farewell,Oakham Ales,Beer,Ale,500,ml,500,bottle,4.6,2.3,2.3,0.46
Bishops Finger,Shepherd Neame,Beer,Ale,500,ml,500,bottle,5.4,2.7,2.7,0.54
Bishops Finger,Shepherd Neame,Beer,Ale,1,pint,568,draught,5,2.8,2.84,0.5
Bitburger Pils,Bitburger,Beer,Lager,1,pint,568,draught,4.8,2.7,2.7264,0.48
Black Sheep Ale,Black Sheep,Beer,Ale,500,ml,500,bottle,4.4,2.2,2.2,0.44
Black Sheep Ale,Black Sheep,Beer,Ale,1,pint,568,draught,4.4,2.5,2.4992,0.44
Black Sheep Best Bitter,Black Sheep,Beer,Bitter,1,pint,568,draught,3.8,2.2,2.1584,0.38
Black Sheep Bitter,Black Sheep,Beer,Bitter,1,pint,568,draught,3.8,2.2,2.1584,0.38
Black Sheep Blind Side,Black Sheep,Beer,Ale,1,pint,568,draught,4.3,2.4,2.4424,0.43
Black Sheep Blitzen,Black Sheep,Beer,Ale,1,pint,568,draught,4,2.3,2.272,0.4
Black Sheep Golden Sheep,Black Sheep,Beer,Ale,500,ml,500,bottle,4.7,2.4,2.35,0.47
Black Sheep Milk Stout,Black Sheep,Beer,Stout,1,pint,568,draught,4.4,2.5,2.4992,0.44
Black Sheep Pathmaker,Black Sheep,Beer,Pale Ale,1,pint,568,draught,4,2.3,2.272,0.4
Black Sheep Riggwelter,Black Sheep,Beer,Ale,500,ml,500,bottle,5.7,2.9,2.85,0.57
Black Sheep Velo,Black Sheep,Beer,Pale Ale,1,pint,568,draught,4.2,2.4,2.3856,0.42
Blackthorn Gold,Blackthorn,Cider,,440,ml,440,can,4.7,2.1,2.068,0.47
Blackthorn Gold,Blackthorn,Cider,,1,pint,568,draught,4.7,2.7,2.6696,0.47
Blind Pig Bourbon & Blueberry,Blind Pig,Cider,Fruit Cider,355,ml,355,bottle,5.5,2,1.9525,0.55
Blind Pig Whiskey Honey & Apple,Blind Pig,Cider,,355,ml,355,bottle,5.5,2,1.9525,0.55
Blue Moon,Blue Moon,Beer,Wheat Beer,330,ml,330,bottle,5.4,1.8,1.782,0.54
Blue Moon,Blue Moon,Beer,Wheat Beer,1,pint,568,draught,5.4,3.1,3.0672,0.54
Blue Point Toasted,Blue Point,Beer,Lager,1,pint,568,draught,5.5,3.1,3.124,0.55
Boddingtons,Boddingtons,Beer,Bitter,440,ml,440,can,3.8,1.7,1.672,0.38
Boddingtons,Boddingtons,Beer,Bitter,1,pint,568,draught,3.5,2,1.988,0.35
Bolee D'Armorique Cidre Brut,Bolee D'Armorique,Cider,,330,ml,330,bottle,5,1.7,1.65,0.5
Bombardier,Bombardier,Beer,Bitter,500,ml,500,bottle,4.7,2.4,2.35,0.47
Bombardier,Bombardier,Beer,Bitter,1,pint,568,draught,4.1,2.3,2.3288,0.41
Bombardier Burning Gold,Bombardier,Beer,Ale,1,pint,568,draught,4.1,2.3,2.3288,0.41
Bombardier Pale Ale,Bombardier,Beer,Pale Ale,1,pint,568,draught,3.6,2,2.0448,0.36
Bonkers Conkers,Greene King,Beer,,1,pint,568,draught,4.1,2.3,2.3288,0.41
Boulevard Single-Wide IPA,Boulevard,Beer,IPA,330,ml,330,bottle,5.7,1.9,1.881,0.57
Boulevard Tank7,Boulevard,Beer,Ale,330,ml,330,bottle,8.5,2.8,2.805,0.85
Boulveard Single-Wide IPA,Boulevard,Beer,IPA,1,pint,568,draught,5.7,3.2,3.2376,0.57
Brahma,Brahma,Beer,Lager,330,ml,330,bottle,4.3,1.4,1.419,0.43
Brahma,Brahma,Beer,Lager,1,pint,568,draught,4.3,2.4,2.4424,0.43
Brains Bitter Smooth,Brains,Beer,Bitter,1,pint,568,draught,3.7,2.1,2.1016,0.37
BrewDog 5AM Saint,BrewDog,Beer,Red Ale,330,ml,330,bottle,5,1.7,1.65,0.5
BrewDog Clockwork Tangerine,BrewDog,Beer,IPA,330,ml,330,can,4.5,1.5,1.485,0.45
BrewDog Clockwork Tangerine,BrewDog,Beer,IPA,1,pint,568,draught,4.5,2.6,2.556,0.45
BrewDog Dead Pony Club,BrewDog,Beer,Pale Ale,330,ml,330,bottle,3.8,1.3,1.254,0.38
BrewDog Dead Pony Club,BrewDog,Beer,Pale Ale,330,ml,330,can,3.8,1.3,1.254,0.38
BrewDog Dead Pony Club,BrewDog,Beer,Pale Ale,1,pint,568,draught,3.8,2.2,2.1584,0.38
BrewDog Electric India,BrewDog,Beer,IPA,330,ml,330,can,5.2,1.7,1.716,0.52
BrewDog Electric India,BrewDog,Beer,IPA,1,pint,568,draught,5.6,3.2,3.1808,0.56
BrewDog Elvis Juice,BrewDog,Beer,IPA,330,ml,330,bottle,6.5,2.1,2.145,0.65
BrewDog Elvis Juice,BrewDog,Beer,IPA,330,ml,330,can,6.5,2.1,2.145,0.65
BrewDog Elvis Juice,BrewDog,Beer,IPA,1,pint,568,draught,6.5,3.7,3.692,0.65
BrewDog Get Out Claus,BrewDog,Beer,Stout,330,ml,330,bottle,8.2,2.7,2.706,0.82
BrewDog Hoppy Christmas,BrewDog,Beer,IPA,330,ml,330,bottle,7.2,2.4,2.376,0.72
BrewDog Indie Pale Ale,BrewDog,Beer,Pale Ale,1,pint,568,draught,4.2,2.4,2.3856,0.42
Brewdog Jet Black Heart,BrewDog,Beer,Stout,330,ml,330,bottle,4.7,1.6,1.551,0.47
Brewdog Jet Black Heart,BrewDog,Beer,Stout,1,pint,568,draught,4.7,2.7,2.6696,0.47
BrewDog Kingpin Lager,BrewDog,Beer,Lager,330,ml,330,bottle,4.7,1.6,1.551,0.47
BrewDog Kingpin Lager,BrewDog,Beer,Lager,330,ml,330,can,4.7,1.6,1.551,0.47
BrewDog Kingpin Lager,BrewDog,Beer,Lager,1,pint,568,draught,4.7,2.7,2.6696,0.47
BrewDog Lost Lager,BrewDog,Beer,Lager,330,ml,330,bottle,4.7,1.6,1.551,0.47
BrewDog Lost Lager,BrewDog,Beer,Lager,1,pint,568,draught,4.7,2.7,2.6696,0.47
BrewDog Mistletoe Mafia,BrewDog,Beer,Lager,330,ml,330,bottle,4.5,1.5,1.485,0.45
BrewDog Nanny State,BrewDog,Beer,Ale,330,ml,330,bottle,0.5,0.2,0.165,0.05
BrewDog Punk IPA,BrewDog,Beer,IPA,330,ml,330,bottle,5.6,1.8,1.848,0.56
BrewDog Punk IPA,BrewDog,Beer,IPA,330,ml,330,can,5.6,1.8,1.848,0.56
BrewDog Santa Paws,BrewDog,Beer,Ale,330,ml,330,bottle,4.5,1.5,1.485,0.45
BrewDog Slot Machine,BrewDog,Beer,IPA,330,ml,330,can,5.2,1.7,1.716,0.52
BrewDog Slot Machine,BrewDog,Beer,IPA,1,pint,568,draught,5.2,3,2.9536,0.52
BrewDog Vagabond,BrewDog,Beer,Pale Ale,330,ml,330,bottle,4.5,1.5,1.485,0.45
BrewDog Zeitgeist,BrewDog,Beer,Lager,1,pint,568,draught,4.7,2.7,2.6696,0.47
BrewDog Zeitgeist Black Lager,BrewDog,Beer,Lager,330,ml,330,can,4.7,1.6,1.551,0.47
Brewgooder Clean Water Lager,Brewgooder,Beer,Lager,330,ml,330,bottle,4.5,1.5,1.485,0.45
Brewgooder Clean Water Lager,Brewgooder,Beer,Lager,330,ml,330,can,4.5,1.5,1.485,0.45
Brewgooder Clean Water Lager,Brewgooder,Beer,Lager,1,pint,568,draught,4.5,2.6,2.556,0.45
Brooklyn 1/2 Ale,Brooklyn,Beer,Ale,355,ml,355,bottle,3.4,1.2,1.207,0.34
Brooklyn Brown Ale,Brooklyn,Beer,Brown Ale,355,ml,355,bottle,5.6,2,1.988,0.56
Brooklyn Lager,Brooklyn,Beer,Lager,355,ml,355,bottle,5.2,1.8,1.846,0.52
Brooklyn Lager,Brooklyn,Beer,Lager,355,ml,355,can,5.2,1.8,1.846,0.52
Brooklyn Lager,Brooklyn,Beer,Lager,1,pint,568,draught,5.2,3,2.9536,0.52
Brooklyn Naranjito,Brooklyn,Beer,Pale Ale,355,ml,355,bottle,4.5,1.6,1.5975,0.45
Brooklyn Summer Ale,Brooklyn,Beer,Summer Ale,355,ml,355,bottle,5,1.8,1.775,0.5
Brothers Coconut & Lime,Brothers,Cider,Fruit Cider,500,ml,500,bottle,4,2,2,0.4
Brothers Pear Cider,Brothers,Cider,Perry,1,pint,568,draught,5,2.8,2.84,0.5
Brothers Rhubarb & Custard,Brothers,Cider,Fruit Cider,500,ml,500,bottle,4,2,2,0.4
Brothers Strawberry & Kiwi,Brothers,Cider,Fruit Cider,500,ml,500,bottle,4,2,2,0.4
Brothers Strawberry & Lime,Brothers,Cider,Fruit Cider,500,ml,500,bottle,4,2,2,0.4
Brothers Strawberry and Pear,Brothers,Cider,Fruit Cider,500,ml,500,bottle,4,2,2,0.4
Brothers Toffee Apple,Brothers,Cider,,500,ml,500,bottle,4,2,2,0.4
Brothers Wild Fruit,Brothers,Cider,Fruit Cider,500,ml,500,bottle,4,2,2,0.4
Bucket Of Blood,St Austell,Beer,Ale,1,pint,568,draught,4.5,2.6,2.556,0.45
Bud Light,Budweiser,Beer,Lager,300,ml,300,bottle,3.5,1.1,1.05,0.35
Bud Light,Budweiser,Beer,Lager,440,ml,440,can,3.5,1.5,1.54,0.35
Bud Light,Budweiser,Beer,Lager,1,pint,568,draught,3.5,2,1.988,0.35
Budweiser,Budweiser,Beer,Lager,473,ml,473,aluminium bottle,4.5,2.1,2.1285,0.45
Budweiser,Budweiser,Beer,Lager,330,ml,330,bottle,4.5,1.5,1.485,0.45
Budweiser,Budweiser,Beer,Lager,660,ml,660,bottle,4.5,3,2.97,0.45
Budweiser,Budweiser,Beer,Lager,440,ml,440,can,4.5,2,1.98,0.45
Budweiser,Budweiser,Beer,Lager,500,ml,500,can,4.5,2.3,2.25,0.45
Budweiser,Budweiser,Beer,Lager,1,pint,568,draught,4.5,2.6,2.556,0.45
Budweiser Budvar,Budweiser Budvar,Beer,Lager,500,ml,500,bottle,5,2.5,2.5,0.5
Budweiser Budvar,Budweiser Budvar,Beer,Lager,330,ml,330,bottle,5,1.7,1.65,0.5
Budweiser Budvar,Budweiser Budvar,Beer,Lager,330,ml,330,can,5,1.7,1.65,0.5
Budweiser Budvar,Budweiser Budvar,Beer,Lager,1,pint,568,draught,5,2.8,2.84,0.5
Budweiser Budvar B:FREE,Budweiser Budvar,Beer,Lager,330,ml,330,bottle,0.5,0.2,0.165,0.05
Budweiser Budvar Dark,Budweiser Budvar,Beer,Lager,500,ml,500,bottle,4.7,2.4,2.35,0.47
Budweiser Budvar Krausened,Budweiser Budvar,Beer,Lager,1,pint,568,draught,4,2.3,2.272,0.4
Budweiser Prohibition Brew,Budweiser,Beer,Lager,330,ml,330,can,0,0,0,0
Bulmers Blueberry and Lime,Bulmers,Cider,Fruit Cider,500,ml,500,bottle,4,2,2,0.4
Bulmers Crushed Red Berries & Lime,Bulmers,Cider,Fruit Cider,500,ml,500,bottle,4,2,2,0.4
Bulmers Orchard Pioneers Kier's Cloudy Apple,Bulmers,Cider,,500,ml,500,bottle,5,2.5,2.5,0.5
Bulmers Orchard Pioneers Sarah's Red Apple,Bulmers,Cider,,500,ml,500,bottle,5,2.5,2.5,0.5
Bulmers Original,Bulmers,Cider,,500,ml,500,bottle,4.5,2.3,2.25,0.45
Bulmers Pear,Bulmers,Cider,Perry,500,ml,500,bottle,4.5,2.3,2.25,0.45
Burning Kiss,Kissmeyer,Beer,Amber Ale,330,ml,330,bottle,5.5,1.8,1.815,0.55
Butcombe Bitter,Butcombe,Beer,Bitter,500,ml,500,bottle,4.5,2.3,2.25,0.45
Butcombe Bitter (Cask),Butcombe,Beer,Bitter,1,pint,568,draught,4,2.3,2.272,0.4
Butcombe Bitter (Keg),Butcombe,Beer,Bitter,1,pint,568,draught,4.5,2.6,2.556,0.45
Butcombe Gold,Butcombe,Beer,Bitter,500,ml,500,bottle,4.7,2.4,2.35,0.47
Butcombe Haka,Butcombe,Beer,Blonde Ale,1,pint,568,draught,4.5,2.6,2.556,0.45
By The Horns 2Tone London Lager,By The Horns,Beer,Lager,330,ml,330,bottle,4.5,1.5,1.485,0.45
By The Horns Stiff Upper Lip,By The Horns,Beer,Lager,330,ml,330,bottle,3.8,1.3,1.254,0.38
By The Horns Wolfie Smith,By The Horns,Beer,IPA,330,ml,330,bottle,5.2,1.7,1.716,0.52
Caesar Augustus,Williams Bros. Brewing Co.,Beer,Lager,500,ml,500,bottle,5,2.5,2.5,0.5
Caffrey's,Caffrey's,Beer,Ale,1,pint,568,draught,3.8,2.2,2.1584,0.38
Caledonia Best,Caledonia,Beer,Bitter,1,pint,568,draught,3.2,1.8,1.8176,0.32
Caledonian Three Hop,Caledonian,Beer,Lager,1,pint,568,draught,4.5,2.6,2.556,0.45
Camden Hells,Camden Town,Beer,Lager,330,ml,330,bottle,4.6,1.5,1.518,0.46
Camden Hells,Camden Town,Beer,Lager,330,ml,330,can,4.6,1.5,1.518,0.46
Camden Hells,Camden Town,Beer,Lager,1,pint,568,draught,4.6,2.6,2.6128,0.46
Camden Pale Ale,Camden Town,Beer,Pale Ale,330,ml,330,bottle,4,1.3,1.32,0.4
Camden Pale Ale,Camden Town,Beer,Pale Ale,330,ml,330,can,4,1.3,1.32,0.4
Camden Pale Ale,Camden Town,Beer,Pale Ale,1,pint,568,draught,4,2.3,2.272,0.4
Camerons Brewery Motorhead Road Crew,Camerons Brewery,Beer,Pale Ale,330,ml,330,bottle,5,1.7,1.65,0.5
Camerons Tontine Milk Stout,Camerons Brewery,Beer,Stout,330,ml,330,bottle,4.1,1.4,1.353,0.41
Caple Rd Cider,Caple Rd,Cider,,330,ml,330,can,5.2,1.7,1.716,0.52
