13 Guns,Crafty Dan,Beer,IPA,330,ml,330,bottle,5.5,1.8,1.815,0.55
Carling Cider,Carling,Cider,,1,pint,568,draught,4.5,2.6,2.556,0.45
Carling Lager,Carling,Beer,Lager,1,pint,568,draught,4,2.3,2.272,0.4
Carlsberg Export,Carlsberg,Beer,Lager,330,ml,330,bottle,4.8,1.6,1.584,0.48
Carlsberg Export,Carlsberg,Beer,Lager,1,pint,568,draught,4.8,2.7,2.7264,0.48
Carlsberg Lager,Carlsberg,Beer,Lager,330,ml,330,bottle,3.8,1.3,1.254,0.38
Carlsberg Lager,Carlsberg,Beer,Lager,1,pint,568,draught,3.8,2.2,2.1584,0.38
Carlsberg Special Brew,Carlsberg,Beer,Lager,275,ml,275,bottle,9,2.5,2.475,0.9
Carlsberg Zero,Carlsberg,Beer,Lager,275,ml,275,bottle,0,0,0,0
Celt Chieftain,Celt,Beer,IPA,330,ml,330,bottle,4.3,1.4,1.419,0.43
Celt House Lager,Celt,Beer,Lager,330,ml,330,bottle,5,1.7,1.65,0.5
Celt Pilsner,Celt,Beer,Lager,330,ml,330,bottle,5,1.7,1.65,0.5
Celt Silures,Celt,Beer,Golden Ale,330,ml,330,bottle,4.6,1.5,1.518,0.46
Celt Silures Munich Pale Ale,Celt,Beer,Pale Ale,330,ml,330,bottle,4.6,1.5,1.518,0.46
Ceriux Rubia,Ceriux,Beer,Ale,375,ml,375,bottle,5.4,2,2.025,0.54
Chang Classic Beer,Chang,Beer,Lager,320,ml,320,bottle,5,1.6,1.6,0.5
Charlie Wells Triple Hopped IPA,Charlie Wells,Beer,IPA,330,ml,330,bottle,5.2,1.7,1.716,0.52
Charlie Wells Triple Hopped IPA,Charlie Wells,Beer,IPA,1,pint,568,draught,5.2,3,2.9536,0.52
Chaumet Demi Sec,Chaumet,Cider,Perry,75,cl,750,bottle,5.5,4.1,4.125,0.55
Chelsea Blonde,The London Beer Factory,Beer,Blonde Ale,330,ml,330,bottle,4.3,1.4,1.419,0.43
Chelsea Blonde,The London Beer Factory,Beer,Blonde Ale,1,pint,568,draught,4.3,2.4,2.4424,0.43
Chimay Blue Trappist,Chimay,Beer,Lager,33,cl,330,bottle,9,3,2.97,0.9
Chimay Gold,Chimay,Beer,Lager,330,ml,330,bottle,4.8,1.6,1.584,0.48
Chimay Gold,Chimay,Beer,Lager,1,pint,568,draught,4.8,2.7,2.7264,0.48
Chimay Red,Chimay,Beer,Lager,33,cl,330,bottle,7,2.3,2.31,0.7
CiderBoys First Press Traditional Hard Cider,CiderBoys,Cider,,355,ml,355,bottle,5,1.8,1.775,0.5
CiderBoys First Press Traditional Hard Cider,CiderBoys,Cider,,355,ml,355,can,5,1.8,1.775,0.5
CiderBoys First Press Traditional Hard Cider,CiderBoys,Cider,,1,pint,568,draught,5,2.8,2.84,0.5
Cidersmiths Bristol Draught,Cidersmiths,Cider,,500,ml,500,bottle,5.5,2.8,2.75,0.55
Cidersmiths Harry Masters Jersey Craft Cider,Cidersmiths,Cider,,500,ml,500,bottle,4.5,2.3,2.25,0.45
Cidersmiths Harry Masters Jersey Craft Cider,Cidersmiths,Cider,,330,ml,330,can,4.5,1.5,1.485,0.45
Cidersmiths Harry Masters Jersey Craft Cider,Cidersmiths,Cider,,1,pint,568,draught,4.5,2.6,2.556,0.45
Cidersmiths SixPointSix Craft Cider,Cidersmiths,Cider,,500,ml,500,bottle,6.6,3.3,3.3,0.66
Cinque,Five Grain,Beer,Lager,330,ml,330,bottle,5,1.7,1.65,0.5
Cinque,Five Grain,Beer,Lager,1,pint,568,draught,5,2.8,2.84,0.5
Cobra,Cobra,Beer,Lager,330,ml,330,bottle,4.8,1.6,1.584,0.48
Cobra,Cobra,Beer,Lager,660,ml,660,bottle,4.8,3.2,3.168,0.48
Cobra,Cobra,Beer,Lager,1,pint,568,draught,4.3,2.4,2.4424,0.43
Cobra Zero,Cobra,Beer,Lager,330,ml,330,bottle,0,0,0,0
Collesi Ambrata,Collesi,Beer,Amber Ale,330,ml,330,bottle,7.5,2.5,2.475,0.75
Collesi Bionda,Collesi,Beer,Blonde Ale,330,ml,330,bottle,6,2,1.98,0.6
Collesi Rossa,Collesi,Beer,Red Ale,330,ml,330,bottle,8,2.6,2.64,0.8
Commonside Pale Ale,Belleville,Beer,Pale Ale,330,ml,330,can,5,1.7,1.65,0.5
Coopers Pale Ale,Coopers Brewery,Beer,Pale Ale,375,ml,375,bottle,4.5,1.7,1.6875,0.45
Coors Light,Coors,Beer,Lager,330,ml,330,bottle,4,1.3,1.32,0.4
Coors Light,Coors,Beer,Lager,500,ml,500,can,4,2,2,0.4
Coors Light,Coors,Beer,Lager,1,pint,568,draught,4.2,2.4,2.3856,0.42
Copse House Cider Landshire Medium,Copse House Cider,Cider,,500,ml,500,bottle,4.5,2.3,2.25,0.45
Copse House Cider Landshire Medium Dry,Copse House Cider,Cider,,500,ml,500,bottle,6,3,3,0.6
Cornish Orchards Blush,Cornish Orchards,Cider,,330,ml,330,bottle,4,1.3,1.32,0.4
Cornish Orchards Blush,Cornish Orchards,Cider,,500,ml,500,bottle,4,2,2,0.4
Cornish Orchards Blush,Cornish Orchards,Cider,Fruit Cider,1,pint,568,draught,4,2.3,2.272,0.4
Cornish Orchards Dry Cider,Cornish Orchards,Cider,,500,ml,500,bottle,5.2,2.6,2.6,0.52
Cornish Orchards Dry Cider,Cornish Orchards,Cider,,1,pint,568,draught,5.2,3,2.9536,0.52
Cornish Orchards Gold,Cornish Orchards,Cider,,500,ml,500,bottle,5,2.5,2.5,0.5
Cornish Orchards Gold,Cornish Orchards,Cider,,330,ml,330,bottle,4,1.3,1.32,0.4
Cornish Orchards Gold,Cornish Orchards,Cider,,1,pint,568,draught,4.5,2.6,2.556,0.45
Cornish Orchards Heritage Cider,Cornish Orchards,Cider,,500,ml,500,bottle,5,2.5,2.5,0.5
Cornish Orchards Keeper's Meadow,Cornish Orchards,Cider,,500,ml,500,bottle,4,2,2,0.4
Cornish Orchards Vintage Cider,Cornish Orchards,Cider,,500,ml,500,bottle,7.2,3.6,3.6,0.72
Corona Extra,Corona,Beer,Lager,355,ml,355,aluminium bottle,4.5,1.6,1.5975,0.45
Corona Extra,Corona,Beer,Lager,330,ml,330,bottle,4.5,1.5,1.485,0.45
Courage Best Bitter,Courage,Beer,Bitter,1,pint,568,draught,4,2.3,2.272,0.4
Courage Light Ale,Courage,Beer,Light Ale,275,ml,275,bottle,3.2,0.9,0.88,0.32
Crazy Mountain Amber Ale,Crazy Mountain,Beer,Amber Ale,355,ml,355,bottle,5.3,1.9,1.8815,0.53
Crazy Mountain Amber Ale,Crazy Mountain,Beer,Amber Ale,355,ml,355,can,5.3,1.9,1.8815,0.53
Crazy Mountain Creedence Pilsner,Crazy Mountain,Beer,Lager,355,ml,355,bottle,4.9,1.7,1.7395,0.49
Crazy Mountain Creedence Pilsner,Crazy Mountain,Beer,Lager,355,ml,355,can,4.8,1.7,1.704,0.48
Crazy Mountain Creedence Pilsner,Crazy Mountain,Beer,Lager,1,pint,568,draught,4.9,2.8,2.7832,0.49
Crazy Mountain Hookiebobb IPA,Crazy Mountain,Beer,IPA,355,ml,355,bottle,6.7,2.4,2.3785,0.67
Crazy Mountain Hookiebobb IPA,Crazy Mountain,Beer,IPA,355,ml,355,can,6.7,2.4,2.3785,0.67
Crazy Mountain Hookiebobb IPA,Crazy Mountain,Beer,IPA,1,pint,568,draught,6.7,3.8,3.8056,0.67
Crazy Mountain Mountain Livin' Pale Ale,Crazy Mountain,Beer,Pale Ale,355,ml,355,bottle,5.2,1.8,1.846,0.52
Crazy Mountain Mountain Livin' Pale Ale,Crazy Mountain,Beer,Pale Ale,355,ml,355,can,5.7,2,2.0235,0.57
Crazy Mountain Mountain Livin' Pale Ale,Crazy Mountain,Beer,Pale Ale,1,pint,568,draught,5.2,3,2.9536,0.52
Cubanisto Rum Beer,Cubanisto,Beer,Lager,330,ml,330,bottle,5.9,1.9,1.947,0.59
Curious Apple,Curious,Cider,,330,ml,330,bottle,5.2,1.7,1.716,0.52
Curious Apple,Curious,Cider,,330,ml,330,can,5.2,1.7,1.716,0.52
Curious Brew Lager,Curious,Beer,Lager,330,ml,330,bottle,4.7,1.6,1.551,0.47
Curious Brew Lager,Curious,Beer,Lager,330,ml,330,can,4.7,1.6,1.551,0.47
Curious Brew Lager,Curious,Beer,Lager,1,pint,568,draught,4.7,2.7,2.6696,0.47
Curious IPA,Curious,Beer,IPA,330,ml,330,bottle,5.6,1.8,1.848,0.56
Curious Porter,Curious,Beer,Porter,330,ml,330,bottle,5,1.7,1.65,0.5
Curious Session IPA,Curious Brewery,Beer,IPA,330,ml,330,bottle,4.4,1.5,1.452,0.44
Curious Session IPA,Curious,Beer,IPA,330,ml,330,can,4.4,1.5,1.452,0.44
Curious Session IPA,Curious,Beer,IPA,1,pint,568,draught,4.6,2.6,2.6128,0.46
Dark Star Hophead,Dark Star,Beer,Beer,1,pint,568,draught,3.8,2.2,2.1584,0.38
Daura Damm,Damm,Beer,Lager,330,ml,330,bottle,5.4,1.8,1.782,0.54
Daura Damm,Damm,Beer,Lager,330,ml,330,can,5.4,1.8,1.782,0.54
Daura Marzen,Damm,Beer,,330,ml,330,bottle,7.2,2.4,2.376,0.72
Day of the Dead Amber Ale,Day of the Dead,Beer,Amber Ale,330,ml,330,bottle,6.1,2,2.013,0.61
Day of the Dead Heffe,Day of the Dead,Beer,Wheat Beer,330,ml,330,bottle,5.4,1.8,1.782,0.54
Day of the Dead IPA,Day of the Dead,Beer,IPA,330,ml,330,bottle,6.8,2.2,2.244,0.68
Deeside Craft Lager,Deeside,Beer,Lager,1,pint,568,draught,4.1,2.3,2.3288,0.41
Deeside LAF,Deeside,Beer,Lager,500,ml,500,bottle,4.1,2.1,2.05,0.41
Desperados,Desperados,Beer,Lager,330,ml,330,bottle,5.9,1.9,1.947,0.59
Desperados,Desperados,Beer,Lager,330,ml,330,can,5.9,1.9,1.947,0.59
Desperados DOS,Desperados,Beer,Lager,250,ml,250,bottle,7,1.8,1.75,0.7
Desperados Red,Desperados,Beer,Lager,330,ml,330,bottle,5.9,1.9,1.947,0.59
Deuchars IPA,Caledonia,Beer,IPA,500,ml,500,bottle,4.4,2.2,2.2,0.44
Deuchars IPA,Caledonian Brewery,Beer,Beer,1,pint,568,draught,3.8,2.2,2.1584,0.38
Devassa,Devassa,Beer,Lager,355,ml,355,bottle,4.5,1.6,1.5975,0.45
Doom Bar,Sharp's,Beer,Amber Ale,500,ml,500,bottle,4.3,2.2,2.15,0.43
Doom Bar,Sharp's,Beer,Amber Ale,1,pint,568,draught,4,2.3,2.272,0.4
Dry Blackthorn,Blackthorn,Cider,,1,pint,568,draught,5,2.8,2.84,0.5
Drygate Ax Man Rye IPA,Drygate,Beer,IPA,500,ml,500,bottle,5,2.5,2.5,0.5
Drygate Bearface Lager,Drygate,Beer,Lager,500,ml,500,bottle,4.4,2.2,2.2,0.44
Drygate Bearface Lager,Drygate,Beer,Lager,1,pint,568,draught,4.4,2.5,2.4992,0.44
Drygate Chimera India Pale Lager,Drygate,Beer,IPA,330,ml,330,can,5.9,1.9,1.947,0.59
Drygate Crossing The Rubicon India Pale Ale,Drygate,Beer,IPA,330,ml,330,can,6.9,2.3,2.277,0.69
Drygate Disco Forklift Truck Mango Pale Ale,Drygate,Beer,Pale Ale,330,ml,330,can,5.1,1.7,1.683,0.51
Drygate Gladeye IPA,Drygate,Beer,IPA,500,ml,500,bottle,5.5,2.8,2.75,0.55
Drygate Orinoco Mocha Milk Stout,Drygate,Beer,Stout,330,ml,330,can,6,2,1.98,0.6
Drygate Outaspace Apple Ale,Drygate,Beer,Ale,500,ml,500,bottle,4.7,2.4,2.35,0.47
Duvel Belgian Ale,Duvel,Beer,Golden Ale,33,cl,330,bottle,8.5,2.8,2.805,0.85
Duvel Belgian Ale,Duvel,Beer,Golden Ale,1,pint,568,draught,6.8,3.9,3.8624,0.68
Duvel Tripel Hop,Duvel,Beer,Lager,330,ml,330,bottle,9.5,3.1,3.135,0.95
Edison British Pilsner,Electric Bear,Beer,Lager,1,pint,568,draught,4.8,2.7,2.7264,0.48
Einstok Pale Ale,Einstok,Beer,Pale Ale,330,ml,330,bottle,5.6,1.8,1.848,0.56
Einstok White Ale,Einstok,Beer,Wheat Beer,330,ml,330,bottle,5.2,1.7,1.716,0.52
Epic Brew,Wadworth,Beer,Blonde Ale,1,pint,568,draught,4.5,2.6,2.556,0.45
Erdinger Alkoholfrei,Erdinger,Beer,Wheat Beer,500,ml,500,bottle,0,0,0,0
Erdinger Urweisse,Erdinger,Beer,Wheat Beer,1,pint,568,draught,4.9,2.8,2.7832,0.49
Erdinger Weissbier,Erdinger,Beer,Wheat Beer,500,ml,500,bottle,5.3,2.7,2.65,0.53
Erdinger Weissbier,Erdinger,Beer,Wheat Beer,1,pint,568,draught,5.3,3,3.0104,0.53
Estrella Damm,Damm,Beer,Lager,330,ml,330,bottle,4.6,1.5,1.518,0.46
Estrella Damm,Damm,Beer,Lager,660,ml,660,bottle,4.6,3,3.036,0.46
Estrella Damm,Damm,Beer,Lager,330,ml,330,can,4.6,1.5,1.518,0.46
Estrella Damm,Damm,Beer,Lager,1,pint,568,draught,4.6,2.6,2.6128,0.46
Estrella Galicia,Estrella Galicia,Beer,Lager,330,ml,330,bottle,4.7,1.6,1.551,0.47
Estrella Galicia,Estrella Galicia,Beer,Lager,1,pint,568,draught,4.7,2.7,2.6696,0.47
Estrella Galicia Alcohol Free,Estrella Galicia,Beer,Lager,250,ml,250,bottle,0,0,0,0
Estrella Galicia Cans,Estrella Galicia,Beer,Lager,330,ml,330,can,4.7,1.6,1.551,0.47
Estrella Galicia Gluten Free,Estrella Galicia,Beer,Lager,330,ml,330,bottle,5.5,1.8,1.815,0.55
Family Reserve English Sparkling Apple Wine,Thatchers,Cider,Apple Wine,75,cl,750,bottle,11.2,8.4,8.4,1.12
Festival Ale,Greene King,Beer,Ale,1,pint,568,draught,4.1,2.3,2.3288,0.41
Festivity,Bath Ales,Beer,Porter,1,pint,568,draught,5,2.8,2.84,0.5
Fireside,Greene King,Beer,Winter Ale,1,pint,568,draught,4.5,2.6,2.556,0.45
Fizzecco Sparkling Perry,Fizzecco,Cider,Perry,75,cl,750,bottle,5.5,4.1,4.125,0.55
Flowers Best Bitter,Flowers,Beer,Bitter,1,pint,568,draught,3.3,1.9,1.8744,0.33
Flying Dog Doggie Style Pale Ale,Flying Dog,Beer,Pale Ale,355,ml,355,bottle,5.5,2,1.9525,0.55
Flying Dog Easy IPA,Flying Dog,Beer,IPA,355,ml,355,can,4.7,1.7,1.6685,0.47
Flying Dog Easy IPA,Flying Dog,Beer,IPA,1,pint,568,draught,4.7,2.7,2.6696,0.47
Flying Dog Snake Dog IPA,Flying Dog,Beer,IPA,355,ml,355,bottle,7.1,2.5,2.5205,0.71
Flying Dog Snake Dog IPA,Flying Dog,Beer,IPA,355,ml,355,can,7.1,2.5,2.5205,0.71
Flying Scotsman,Caledonian,Beer,Bitter,1,pint,568,draught,4,2.3,2.272,0.4
Foster's Gold,Foster's,Beer,Lager,300,ml,300,bottle,4.3,1.3,1.29,0.43
Foster's Lager,Foster's,Beer,Lager,275,ml,275,bottle,4,1.1,1.1,0.4
Foster's Lager,Foster's,Beer,Lager,1,pint,568,draught,4,2.3,2.272,0.4
Founders All Day IPA,Founders,Beer,IPA,355,ml,355,bottle,4.7,1.7,1.6685,0.47
Founders All Day IPA,Founders,Beer,IPA,1,pint,568,draught,4.7,2.7,2.6696,0.47
Fourpure American Pale Ale,Fourpure,Beer,Pale Ale,330,ml,330,can,5,1.7,1.65,0.5
Fourpure Easy Peeler,Fourpure,Beer,IPA,330,ml,330,can,4,1.3,1.32,0.4
Fourpure Easy Peeler,Fourpure,Beer,IPA,1,pint,568,draught,4,2.3,2.272,0.4
Fourpure Juicebox,Fourpure,Beer,IPA,330,ml,330,can,5.9,1.9,1.947,0.59
Fourpure Oatmeal Stout,Fourpure,Beer,Stout,330,ml,330,can,5.1,1.7,1.683,0.51
Fourpure Pils,Fourpure,Beer,Lager,330,ml,330,can,4.7,1.6,1.551,0.47
Fourpure Pils Lager,Fourpure,Beer,Lager,1,pint,568,draught,4.2,2.4,2.3856,0.42
Fourpure Session IPA,Fourpure,Beer,IPA,330,ml,330,can,4.2,1.4,1.386,0.42
Fourpure Session IPA,Fourpure,Beer,IPA,1,pint,568,draught,4.2,2.4,2.3856,0.42
Fourpure Shape Shifter,Fourpure,Beer,IPA,330,ml,330,can,5.9,1.9,1.947,0.59
Franciscan Well Chieftain IPA,Franciscan Well,Beer,IPA,1,pint,568,draught,5.5,3.1,3.124,0.55
Franciscan Well Friar Weisse,Franciscan Well,Beer,Wheat Beer,1,pint,568,draught,4.7,2.7,2.6696,0.47
Franciscan Well Rebel Red,Franciscan Well,Beer,Red Ale,1,pint,568,draught,4.3,2.4,2.4424,0.43
Franciscan Well Shandon Stout,Franciscan Well,Beer,Stout,1,pint,568,draught,4.3,2.4,2.4424,0.43
Franziskaner Heffe Weissbier,Franziskaner,Beer,Wheat Beer,1,pint,568,draught,5,2.8,2.84,0.5
Free Damm,Damm,Beer,Lager,330,ml,330,can,0,0,0,0
Freedom Amber,Freedom Brewery,Beer,Rye Beer,1,pint,568,draught,4.7,2.7,2.6696,0.47
Freedom Four Lager,Freedom Brewery,Beer,Lager,330,ml,330,bottle,4,1.3,1.32,0.4
Freedom Four Lager,Freedom Brewery,Beer,Lager,1,pint,568,draught,4,2.3,2.272,0.4
Freedom Organic Helles Lager,Freedom Brewery,Beer,Lager,330,ml,330,bottle,4.8,1.6,1.584,0.48
Freedom Organic Helles Lager,Freedom Brewery,Beer,Lager,1,pint,568,draught,4.8,2.7,2.7264,0.48
Freedom Pale Ale,Freedom Brewery,Beer,Pale Ale,330,ml,330,bottle,4.2,1.4,1.386,0.42
Freedom Pale Ale,Freedom Brewery,Beer,Pale Ale,1,pint,568,draught,4.2,2.4,2.3856,0.42
Freedom Pils,Freedom Brewery,Beer,Lager,330,ml,330,bottle,4.4,1.5,1.452,0.44
Freedom Pils,Freedom Brewery,Beer,Lager,1,pint,568,draught,4.4,2.5,2.4992,0.44
Friels First Press Vintage Cider,Friels,Cider,,1,pint,568,draught,7.4,4.2,4.2032,0.74
Friels Hop Infused Vintage Cider,Friels,Cider,,330,ml,330,can,4,1.3,1.32,0.4
Friels Vintage First Press Cider ,Friels,Cider,,330,ml,330,can,7.4,2.4,2.442,0.74
Frontier Craft Lager,Fuller's,Beer,Lager,330,ml,330,bottle,4.5,1.5,1.485,0.45
Frontier Craft Lager,Fuller's,Beer,Lager,330,ml,330,can,4.5,1.5,1.485,0.45
Fruli Strawberry Beer,Fruli,Beer,Fruit Beer,330,ml,330,bottle,4.1,1.4,1.353,0.41
Fruli Strawberry Beer,Fruli,Beer,Fruit Beer,1,pint,568,draught,4.1,2.3,2.3288,0.41
Fuller's Frontier,Fuller's,Beer,Lager,1,pint,568,draught,4.5,2.6,2.556,0.45
Fuller's Organic Honey Dew,Fuller's,Beer,Blonde Ale,500,ml,500,bottle,5,2.5,2.5,0.5
Furstenberg Premium,Furstenberg,Beer,Lager,500,ml,500,bottle,5.3,2.7,2.65,0.53
Fyne Ales Jarl,Fyne Ales,Beer,Blonde Ale,1,pint,568,draught,3.8,2.2,2.1584,0.38
Fyne Ales Sandra Blonde,Fyne Ales,Beer,IPA,1,pint,568,draught,5.5,3.1,3.124,0.55
Gaymers Original Apple Cider,Gaymers,Cider,,1,pint,568,draught,4.5,2.6,2.556,0.45
Gold Label,Whitbread,Beer,Barley Wine,330,ml,330,bottle,7.5,2.5,2.475,0.75
Golden Sheep,Black Sheep,Beer,Blonde Ale,1,pint,568,draught,3.9,2.2,2.2152,0.39
Goose Island 312,Goose Island,Beer,Wheat Beer,355,ml,355,bottle,4.2,1.5,1.491,0.42
Goose Island 312,Goose Island,Beer,Wheat Beer,355,ml,355,can,4.2,1.5,1.491,0.42
Goose Island 312,Goose Island,Beer,Wheat Beer,1,pint,568,draught,4.2,2.4,2.3856,0.42
Goose Island Four Star Pils,Goose Island,Beer,Lager,1,pint,568,draught,5.1,2.9,2.8968,0.51
Goose Island Green Line Pale Ale,Goose Island,Beer,Pale Ale,1,pint,568,draught,5.4,3.1,3.0672,0.54
Goose Island Honkers Ale,Goose Island,Beer,Ale,355,ml,355,bottle,4.3,1.5,1.5265,0.43
Goose Island Honkers Ale,Goose Island,Beer,Ale,1,pint,568,draught,4.3,2.4,2.4424,0.43
Goose Island IPA,Goose Island,Beer,IPA,355,ml,355,bottle,5.9,2.1,2.0945,0.59
Goose Island IPA,Goose Island,Beer,IPA,355,ml,355,can,5.9,2.1,2.0945,0.59
Goose Island IPA,Goose Island,Beer,IPA,1,pint,568,draught,5.9,3.4,3.3512,0.59
Goose Island Midway IPA ,Goose Island,Beer,IPA,1,pint,568,draught,4.1,2.3,2.3288,0.41
Goose Island Midway Session IPA,Goose Island,Beer,IPA,330,ml,330,can,4.1,1.4,1.353,0.41
Goram,Butcombe,Beer,IPA,500,ml,500,bottle,5,2.5,2.5,0.5
Grapefruit IPA,TailGate,Beer,IPA,355,ml,355,can,6.2,2.2,2.201,0.62
Greene King IPA,Greene King,Beer,IPA,1,pint,568,draught,3.6,2,2.0448,0.36
Greene King Light Ale,Greene King,Beer,Light Ale,275,ml,275,bottle,3,0.8,0.825,0.3
Greene King One Stop Hop,Greene King,Beer,Pale Ale,1,pint,568,draught,4.3,2.4,2.4424,0.43
Greene King Rocking Rudolph,Greene King,Beer,Winter Ale,1,pint,568,draught,4.2,2.4,2.3856,0.42
Greene King Scrum Down,Greene King,Beer,IPA,1,pint,568,draught,4.1,2.3,2.3288,0.41
Grolsch,Grolsch,Beer,Lager,450,ml,450,bottle,5,2.3,2.25,0.5
Grolsch,Grolsch,Beer,Lager,1,pint,568,draught,5,2.8,2.84,0.5
Grolsch Blond,Grolsch,Beer,Lager,1,pint,568,draught,4,2.3,2.272,0.4
Guinness,Guinness,Beer,Stout,440,ml,440,can,4.1,1.8,1.804,0.41
Guinness,Guinness,Beer,Stout,1,pint,568,draught,4.1,2.3,2.3288,0.41
Guinness Dublin Porter,Guinness,Beer,Porter,500,ml,500,bottle,3.8,1.9,1.9,0.38
Guinness Foreign Extra Stout,Guinness,Beer,Stout,330,ml,330,bottle,7.5,2.5,2.475,0.75
Guinness Golden Ale,Guinness,Beer,Blonde Ale,500,ml,500,bottle,4.5,2.3,2.25,0.45
