Date,Source,Site ID,POC,Daily Mean Pb Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
11/27/2017,AQS,271377549,1,0.001,ug/m3 LC,.,Michigan Street,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.77107,-92.11732
12/3/2017,AQS,271377549,1,0.003,ug/m3 LC,.,Michigan Street,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.77107,-92.11732
12/9/2017,AQS,271377549,1,0.001,ug/m3 LC,.,Michigan Street,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.77107,-92.11732
12/15/2017,AQS,271377549,1,0,ug/m3 LC,.,Michigan Street,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.77107,-92.11732
12/21/2017,AQS,271377549,1,0,ug/m3 LC,.,Michigan Street,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.77107,-92.11732
12/27/2017,AQS,271377549,1,0.002,ug/m3 LC,.,Michigan Street,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.77107,-92.11732
1/13/2017,AQS,271377555,1,0,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
1/19/2017,AQS,271377555,1,0.002,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
1/25/2017,AQS,271377555,1,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
1/31/2017,AQS,271377555,1,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
2/6/2017,AQS,271377555,1,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
2/12/2017,AQS,271377555,1,0,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
2/18/2017,AQS,271377555,1,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
2/24/2017,AQS,271377555,1,0.003,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
3/2/2017,AQS,271377555,1,0.008,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
3/8/2017,AQS,271377555,1,0.018,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
3/14/2017,AQS,271377555,1,0.003,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
3/20/2017,AQS,271377555,1,0.002,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
3/26/2017,AQS,271377555,1,0,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
4/1/2017,AQS,271377555,1,0.004,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
4/7/2017,AQS,271377555,1,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
4/13/2017,AQS,271377555,1,0.003,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
4/19/2017,AQS,271377555,1,0,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
4/25/2017,AQS,271377555,1,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
5/1/2017,AQS,271377555,1,0,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
5/7/2017,AQS,271377555,1,0,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
5/13/2017,AQS,271377555,1,0.002,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
5/19/2017,AQS,271377555,1,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
5/25/2017,AQS,271377555,1,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
5/31/2017,AQS,271377555,1,0.004,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
6/6/2017,AQS,271377555,1,0.005,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
6/18/2017,AQS,271377555,1,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
6/30/2017,AQS,271377555,1,0.002,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
7/6/2017,AQS,271377555,1,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
7/12/2017,AQS,271377555,1,0,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
7/18/2017,AQS,271377555,1,0.003,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
7/24/2017,AQS,271377555,1,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
7/30/2017,AQS,271377555,1,0.005,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
8/5/2017,AQS,271377555,1,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
8/11/2017,AQS,271377555,1,0.003,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
8/17/2017,AQS,271377555,1,0.002,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
8/23/2017,AQS,271377555,1,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
8/29/2017,AQS,271377555,1,0.002,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
9/4/2017,AQS,271377555,1,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
9/10/2017,AQS,271377555,1,0.002,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
9/16/2017,AQS,271377555,1,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
9/28/2017,AQS,271377555,1,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
10/4/2017,AQS,271377555,1,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
10/10/2017,AQS,271377555,1,0.005,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
10/16/2017,AQS,271377555,1,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
10/22/2017,AQS,271377555,1,0,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
10/28/2017,AQS,271377555,1,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
11/3/2017,AQS,271377555,1,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
11/9/2017,AQS,271377555,1,0,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
11/15/2017,AQS,271377555,1,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
11/21/2017,AQS,271377555,1,0.003,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
11/27/2017,AQS,271377555,1,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
12/3/2017,AQS,271377555,1,0.004,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
12/9/2017,AQS,271377555,1,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
12/15/2017,AQS,271377555,1,0,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
12/21/2017,AQS,271377555,1,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
12/27/2017,AQS,271377555,1,0.002,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
1/1/2017,AQS,271377555,2,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
1/7/2017,AQS,271377555,2,0,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
1/13/2017,AQS,271377555,2,0,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
1/19/2017,AQS,271377555,2,0.002,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
1/25/2017,AQS,271377555,2,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
1/31/2017,AQS,271377555,2,0,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
2/12/2017,AQS,271377555,2,0,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
2/18/2017,AQS,271377555,2,0,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
2/24/2017,AQS,271377555,2,0.002,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
3/2/2017,AQS,271377555,2,0.005,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
3/14/2017,AQS,271377555,2,0.003,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
3/20/2017,AQS,271377555,2,0.002,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
3/26/2017,AQS,271377555,2,0,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
4/1/2017,AQS,271377555,2,0.004,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
4/7/2017,AQS,271377555,2,0.002,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
4/13/2017,AQS,271377555,2,0.003,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
4/19/2017,AQS,271377555,2,0,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
4/25/2017,AQS,271377555,2,0,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
5/1/2017,AQS,271377555,2,0,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
5/7/2017,AQS,271377555,2,0,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
5/13/2017,AQS,271377555,2,0.002,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
5/19/2017,AQS,271377555,2,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
5/25/2017,AQS,271377555,2,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
5/31/2017,AQS,271377555,2,0.004,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
6/6/2017,AQS,271377555,2,0.005,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
6/18/2017,AQS,271377555,2,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
6/30/2017,AQS,271377555,2,0.002,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
7/6/2017,AQS,271377555,2,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
7/12/2017,AQS,271377555,2,0,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
7/18/2017,AQS,271377555,2,0.003,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
7/24/2017,AQS,271377555,2,0,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
7/30/2017,AQS,271377555,2,0.005,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
8/5/2017,AQS,271377555,2,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
8/11/2017,AQS,271377555,2,0.002,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
8/17/2017,AQS,271377555,2,0.002,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
8/23/2017,AQS,271377555,2,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
8/29/2017,AQS,271377555,2,0.002,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
9/4/2017,AQS,271377555,2,0,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
9/10/2017,AQS,271377555,2,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
9/16/2017,AQS,271377555,2,0,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
9/28/2017,AQS,271377555,2,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
10/4/2017,AQS,271377555,2,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
10/10/2017,AQS,271377555,2,0.005,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
10/16/2017,AQS,271377555,2,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
10/22/2017,AQS,271377555,2,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
10/28/2017,AQS,271377555,2,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
11/3/2017,AQS,271377555,2,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
11/9/2017,AQS,271377555,2,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
11/15/2017,AQS,271377555,2,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
11/21/2017,AQS,271377555,2,0.003,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
11/27/2017,AQS,271377555,2,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
12/3/2017,AQS,271377555,2,0.004,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
12/9/2017,AQS,271377555,2,0,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
12/15/2017,AQS,271377555,2,0,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
12/21/2017,AQS,271377555,2,0.001,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
12/27/2017,AQS,271377555,2,0.002,ug/m3 LC,.,Waseca Road,1,100,14129,Lead (TSP) LC,20260,"Duluth, MN-WI",27,Minnesota,137,Saint Louis,46.72938,-92.15998
